BS, S:37858
-63.62,16.22
-12.09,9.42
-1.18,7.99
-8.36,8.7
-14.99,10.09
-16.12,10.68
-15.31,8.3
-20.3,8
-17.84,7.94
-18.77,7.85
-19.96,7.64
-17.77,7.1
-13.95,6.31
-12.68,7.06
-12.98,7.2
-14.44,7.26
-15.73,7.92
-14.6,8.79
-8.86,7.22
-15.08,7.6
-12.54,7.03
-16.42,7
-15.85,6.75
-15.84,6.49
-15.56,6.69
-15.32,6.68
-15.75,6.56
-15.5,6.42
-15.5,6.15
-13.84,6.08
-12.35,5.97
-11.14,6.01
-10.2,6.02
-10.67,6
-9.71,6.26
-10.35,6.35
-9.88,6.15
-10.62,6.17
-9.74,6.06
-9.62,6.24
-9.25,6.05
-9.14,6.21
-10.06,6.33
-9.66,6.23
-9.41,6.2
-9.1,6.25
-9.11,6.13
-9.01,5.96
-8.24,6.01
-7.9,5.92
-7,5.98
-7.39,6.09
-6.74,6.16
-6.86,6.1
-6.25,6.07
-6.09,6.08
-6.71,6.06
-5.85,6.05
-5.81,6.04
-5.12,6.02
-5.73,6.04
-4.63,5.93
-4.2,5.84
-3.98,6.08
-3.89,6.18
-4.08,6.02
-3.78,6.07
-3.93,6.02
-3.57,5.91
-3.08,5.81
-1.85,5.71
-0.75,5.6
0.69,5.41
1.67,5.22
BE,
BS, S:38075
2.15,5.14
8.59,5.24
30.7,6.47
56.09,11.37
87.21,18.93
84.84,22.55
44.55,26.51
33.93,27.66
21.76,27.59
15.71,26.73
17.72,26.17
15.29,24.75
20.71,24.19
34.47,25.36
48.82,27.05
46.82,33.43
45.88,35.43
11.5,31.76
18.58,33.99
25.87,31.57
25.14,29.15
23.33,28.05
19.54,27.82
22.16,27.81
24.65,27.25
29.45,27.23
32.72,28.6
29.99,28.24
26.29,28.92
22.73,29.23
29.14,32.35
35.51,32.22
28.3,31.64
19.73,30.38
16.2,28.87
19.04,28
24.58,27.54
27.76,28.25
27.19,28.25
27.37,28.46
23.55,28.93
20.57,28.42
22.06,28.77
24.99,29.6
19.1,28.96
14.16,29.15
9.68,29.28
3.07,29.54
-3.12,29.66
-8.67,29.49
-9.83,29.26
-77.6,29.21
-99.12,25.48
-60.99,16.84
-13.71,9.7
-11.4,8.64
-16.77,9.39
-24.4,10.58
-24.28,8.92
-24.93,7.86
-19.58,7.09
-17.03,7.26
-16.17,7.71
-20.35,7.97
-22.64,7.49
-19.44,6.75
-16.74,6.3
-14.75,7.01
-16.44,7.6
-16.58,7.9
-18.73,8.01
-18.04,6.4
-17.26,6.83
-15.43,6.73
-15.51,6.36
-16.01,6.39
-16.9,6.41
-16.48,6.68
-16.92,6.5
-16.85,6.5
-17.12,6.58
-16.42,6.25
-15.75,6.06
-13.28,5.97
-11.96,5.78
-9.95,6.03
-9.82,6.21
-10.96,6.39
-11.63,6.73
-12.69,6.55
-12.47,6.42
-14.01,6.27
-12.39,5.89
-10.43,5.83
-8.99,5.98
-8.78,6.11
-9.62,5.83
-6.96,5.57
-4.68,5.45
-4.18,6.67
-7.47,7
-7.77,6.02
-5.33,5.3
-1.63,5.32
-2.25,6.58
-6.57,7.39
-11.16,7.3
-12.39,6.55
-12.03,6.21
-10.2,5.82
-8.28,5.67
-6.61,5.75
-4.93,6.22
-5.67,6.3
-5.98,6.66
-6.99,6.02
-5.61,6.22
-7.15,6.79
-7.17,5.95
-4.43,5.3
-1.03,5.52
-1.76,6.35
-3.95,6.98
-7.38,6.67
-8.97,6.17
-9.03,6.27
-7.7,6.11
-5.58,5.89
-5.49,6.23
-5.32,6.25
-5.85,6.22
-5.78,6.04
-5.81,6.04
-5.51,5.95
-4.75,5.94
-4.24,5.99
-3.94,6
-3.87,6.08
-4.09,6.17
-4.1,6.22
-4.54,6.24
-4.74,6.18
-4.88,6.16
-4.8,6.03
-4.62,5.93
-3.95,5.99
-3.95,6.07
-4.03,6.09
-4.08,6
-3.75,5.99
-3.28,5.99
-3.14,5.91
-2.67,5.89
-2.36,5.83
-1.26,5.86
-0.36,5.69
0.47,5.59
1.06,5.43
1.72,5.25
BE,
BS, S:38076
2.03,5.19
8.42,5.3
29.73,6.63
53.8,11.12
79.69,17.52
76.46,21.31
40.91,25.1
31,26.14
26.46,26.56
23.47,26.85
20.94,26.35
18.15,25.62
18.43,24.52
24.93,25.51
35.56,26.66
46.31,34.41
58.95,35.81
23.39,33.61
31.04,32.38
15.75,30.36
17.28,29.44
17.42,28.26
18.35,26.98
21.64,26.61
30.24,27.1
36.81,28.91
33.66,29.62
25.67,29.65
19.56,28.76
24.15,31.44
32.99,35.47
37.84,34.05
27.16,32.29
22.23,31.17
13.32,29.12
23.02,27.95
25.18,28
26.81,28.02
24.68,28.22
24.82,28.22
24.21,28.31
22.09,28.64
18.39,28.8
13.12,29.07
12.15,31.2
13.32,30.15
3.84,29.01
3.05,28.54
4.27,28.24
3.83,28.29
3.11,28.38
-63.8,28.29
-96.85,24.79
-71.13,15.94
-20.82,7.86
-2.68,7.46
-5.28,8.99
-15.43,10.4
-26.28,9.75
-26.74,8.51
-23.56,7.42
-19.32,7.34
-16.29,6.96
-15.82,7.35
-17.41,7.54
-19.71,7.02
-17.77,6.71
-15.98,6.37
-15,6.61
-16.93,7.09
-17.33,7.28
-17.87,7.23
-17.22,7.05
-15.69,6.45
-15.75,6.66
-15.66,6.74
-15.89,6.67
-15.38,6.45
-16.37,6.34
-14.34,6.18
-13.46,6.07
-11.77,6.03
-11.61,6.1
-10.69,6.15
-10.3,6.15
-9.64,6.08
-9.8,6.08
-9.69,6.05
-8.99,6.07
-8.4,6.1
-8.23,6.24
-9.36,6.21
-8.35,6.12
-8.6,6.11
-7.78,6.08
-8.33,6.02
-7.47,6.08
-7.83,6.02
-6.94,6.07
-7.24,6.08
-6.94,6.14
-6.89,6.23
-6.76,6.32
-7.22,6.25
-7.49,6.17
-7.09,6.16
-6.94,6.15
-6.61,6.08
-7.1,6.06
-6.33,6.12
-6.31,6.14
-6.19,6.13
-6.64,6.08
-5.82,6.04
-5.52,5.95
-4.72,6.01
-5.42,6.08
-5.24,6.07
-5.17,6.03
-4.9,6.02
-4.75,6.09
-4.63,6.1
-4.59,6.1
-4.72,6.09
-4.56,6.1
-4.69,6.08
-4.29,6.01
-4.08,6
-3.84,6
-3.73,6
-3.29,5.99
-2.93,5.91
-2.4,5.88
-1.89,5.79
-0.88,5.77
0.04,5.69
0.67,5.59
1,5.5
1.5,5.41
1.72,5.41
BE,
BS, S:38077
2.13,5.37
7.66,5.48
29.16,6.78
50.08,11.06
74.47,19.49
81.31,21.98
41.07,25.35
34.71,26.62
24.54,26.78
23.24,26.76
20.33,26.33
17.47,25.34
17.86,24.83
24.88,25.01
36.58,26.35
45.95,29.87
49.54,39.33
-66.71,37.53
-90.59,28.56
-54.97,15.86
-8.48,7.8
-0.04,5.96
2.03,6.26
3.14,6.61
3.28,6.59
3.31,6.53
3.1,6.54
2.66,6.45
2.38,6.55
2.14,6.58
1.68,6.66
1.17,6.77
0.61,6.83
-0.59,7.06
-2.05,7.3
-4.76,7.63
-8.72,7.91
-12.88,7.84
-15.34,7.56
-16,7.21
-15.62,6.83
-14.93,6.55
-13.54,6.34
-12.67,6.38
-11.24,6.26
-10.15,6.23
-9.25,6.29
-9.09,6.33
-8.71,6.28
-8.89,6.28
-9.14,6.37
-9.25,6.41
-9.02,6.29
-8.72,6.05
-8.06,6.1
-7.66,6.09
-7.46,6.02
-7.28,6.08
-6.71,6.15
-6.95,6.16
-6.69,6.15
-6.68,6.15
-6.68,6.11
-6.69,6.06
-6.12,6.05
-5.5,5.95
-4.76,6.09
-4.84,6.18
-5.27,6.25
-5.69,6.27
-5.77,6.21
-5.65,6.16
-5.66,6.05
-5.65,6.04
-5.4,6.03
-4.88,6.01
-4.47,6.01
-4.38,6.09
-4.52,6.1
-4.61,6.1
-4.49,6.1
-4.35,6.09
-4.35,6.09
-4.43,6.08
-4.26,6.09
-4.33,6.09
-4.1,5.93
-3.18,5.83
-2.6,6.03
-2.74,6.16
-3.05,6.08
-3.2,6.21
-3.85,6.32
-4.28,6.19
-4.45,6.1
-4.25,6.01
-3.91,6
-3.45,5.98
-3.3,5.98
-3.15,5.99
-3.11,6
-2.92,5.98
-2.56,5.89
-1.86,5.95
-1.77,6.15
-1.8,6.24
-2.39,6.25
-2.67,6.14
-2.86,6.06
-2.74,6
-2.79,6
-2.46,5.99
-2.65,5.99
-2.52,5.99
-2.38,6.05
-2.08,6.07
-2.19,6.11
-2.17,6.11
-2.22,6.08
-2.25,6.08
-2.4,6.08
-2.38,6.05
-2.49,6
-2.06,6.02
-1.79,5.97
-1.72,6.06
-1.67,6.08
-1.67,6.09
-1.74,6.12
-1.59,6.04
-1.24,5.88
-0.72,5.86
-0.31,5.83
0.18,5.69
0.82,5.51
1.51,5.31
BE,
BS, S:38078
2.17,5.15
8.06,5.28
30.38,6.61
53.29,11.1
79.13,19.04
83.3,21.9
46.75,25.08
38.75,26.53
29.26,26.91
26.2,26.83
24.37,26.44
20.05,25.75
19.64,25.31
23.77,25.18
32.63,26.1
41.15,27.7
40.76,35.47
49.94,35.81
13.97,31
17.23,29.24
20.66,28.78
21.9,28.6
22.86,28.42
23.58,28.33
22.86,27.79
25.08,27.82
26.98,27.93
27.88,28.09
27.04,28.79
24.64,28.56
23.28,28.74
25.77,34.35
36.53,35.36
22.83,31.24
15.02,29.99
13,29.44
16.05,29.08
14.03,28.81
11.63,28.77
9.29,28.59
7.12,28.48
6.22,28.31
5.22,28.28
4.57,28.12
3.67,28.1
3.74,28.27
3.9,29
3.85,28.43
1.91,28.18
2.68,28.11
2.57,28.05
-61.74,27.94
-92.86,24.42
-70.73,15.96
-23.29,8.05
-2.56,7.56
-7.57,9.22
-14.54,9.82
-25.33,9.33
-27.65,8.33
-24.47,7.74
-17.59,6.93
-14.94,6.8
-14.48,7.24
-17.66,7.47
-15.99,7.03
-16.61,6.97
-15.96,6.89
-16.2,6.61
-15.31,6.4
-13.94,6.26
-13.07,6.23
-11.59,6.1
-11.01,6.17
-9.58,6.13
-10.19,6.23
-9.42,6.33
-8.93,6.27
-9.07,6.47
-10.72,6.42
-9.9,6.22
-9.93,6.23
-9.06,6.05
-8.55,5.94
-7.14,5.97
-6.56,5.95
-5.99,6.18
-7.43,6.62
-7.95,6.39
-7.79,6.12
-7.14,5.92
-6.97,6.23
-6.35,5.97
-5.82,6.22
-6.79,6.57
-7.62,6.18
-7.4,6.01
-6.6,6.15
-6.57,6.1
-6.55,6.05
-6.16,6.05
-5.98,6.16
-5.76,6.12
-6.27,6.14
-5.94,6.13
-5.83,6.13
-5.59,6.12
-6.1,6.13
-5.92,6.13
-5.58,6.08
-5.44,6.03
-5.76,5.97
-5.13,6.03
-5.08,6.01
-5.01,6.02
-5.01,6.02
-4.36,6.02
-4.22,6.09
-4.25,6.09
-4.3,6.09
-4.18,6.09
-4.4,6.17
-4.34,6.1
-4.49,6.08
-4.24,6.09
-4.42,6.16
-4.54,6.17
-4.46,6.1
-4.45,6.1
-4.6,6.1
-4.15,6.01
-4.43,6.01
-3.74,6
-3.43,5.99
-3.22,6.05
-3.2,5.98
-2.79,5.98
-2.52,5.89
-1.49,5.7
-0.23,5.59
0.73,5.57
0.98,5.52
1.31,5.39
1.96,5.22
BE,
BS, S:38079
2.16,5.22
8.02,5.34
29.81,6.68
51.82,11.46
79.02,19.94
79.05,22.57
44.26,25.04
39.07,25.93
31.18,26.25
26.72,27.02
24.04,26.87
20.87,26.25
19.83,25.24
24.21,25.17
33.32,26.17
41.92,30.12
49.21,40.09
-64.69,37.93
-84.93,28.51
-48.3,15.84
-7.78,8.03
0.49,6.18
1.65,6.5
2.08,6.73
2.41,6.68
1.91,6.69
1.6,6.85
1.1,6.81
0.52,6.81
0.39,6.83
-0.7,7.21
-2.9,7.65
-7.7,8.05
-12.02,7.97
-15.51,7.71
-16.15,7.37
-16.17,6.92
-15.05,6.55
-13.42,6.32
-11.47,6.11
-9.67,6.13
-8.44,6.19
-7.89,6.17
-7.64,6.17
-7.19,6.16
-6.87,6.15
-6.53,6.14
-6.2,6.16
-6.4,6.22
-6.16,6.21
-6.24,6.24
-6.14,6.21
-6.13,6.13
-5.62,6.12
-5.35,6.11
-4.84,6.02
-4.27,5.86
-4.24,6.15
-4.23,6.19
-4.29,6.02
-3.62,5.92
-3.24,5.9
-2.51,5.95
-2.53,6.32
-3.46,6.41
-3.99,6.25
-4.16,6.1
-4.39,6.18
-4.85,6.46
-5.68,6.28
-5.44,6.12
-5.44,6.03
-4.8,6.1
-4.84,6.16
-4.72,6.02
-4.45,6.08
-4.41,6.09
-4.34,6.02
-4.27,6
-3.96,6
-4,6
-3.21,5.9
-2.65,5.83
-2.52,6.04
-2.5,6.05
-2.55,6.05
-2.64,5.98
-2.22,6.05
-2.24,6.11
-2.12,6.14
-2.54,6.22
-2.76,6.17
-3.19,6.16
-3.23,6.1
-3.15,6.08
-3.18,6.07
-3.16,6.06
-3.17,6.07
-3.38,6.08
-3.19,6
-2.79,5.91
-2.3,5.96
-1.76,6.03
-1.59,6.03
-1.41,6.07
-1.52,6.03
-1.16,5.96
-1.03,5.94
-0.23,5.78
0.35,5.67
0.81,5.66
0.89,5.59
1.31,5.5
1.8,5.27
BE,
BS, S:38080
2.08,5.22
7.81,5.35
30.23,6.66
52.99,11.16
78.74,19.63
82.69,22.03
45.39,24.7
37.28,26.13
29.75,26.67
27.62,26.89
22.72,26.41
19.77,25.59
19.59,25.07
26.42,25.16
38.39,26.38
48.66,33.52
56.09,39.05
-94.92,35.74
-78.38,24.94
-41.7,13.22
-4.8,6.99
0.09,6.09
2.26,6.35
2.87,6.49
3.41,6.33
3.12,6.25
BE,
BS, S:38081
2.94,6.22
6.49,6.29
24.03,7.38
43.76,10.31
61.35,17.76
75.63,22.36
48.2,24.97
34.04,26.57
25.07,26.89
21.66,26.94
20.29,26.72
17.65,26.19
15.53,25.74
16.55,25.84
20.19,26.42
24,27.29
22.83,28.52
23.62,34.07
25.85,30.75
5.53,28.78
9.59,28.61
10.8,28.16
12.22,27.95
11.1,27.96
10.45,28.05
10.03,27.95
10.12,27.91
10.71,27.88
11.81,27.94
12.74,28.18
13.29,28.32
13.8,28.43
14.48,28.53
15.15,28.95
16.71,29.67
15.39,28.72
13.03,28.39
12.16,28.23
12.75,28.17
13.28,28.15
13.35,28.22
12.7,28.24
11.85,28.26
11.65,28.23
10.43,28.43
10.25,28.76
9.98,29.32
11.02,30.23
5.39,28.89
4.4,28.23
4.88,28.34
-66.2,28.13
-93.13,24.4
-73.16,15.9
-25.52,7.84
-4.56,7.44
-8.82,9.52
-19.49,10.44
-27.16,9.63
-26.6,8.56
-21.28,7.57
-20.54,7.42
-18.88,7.86
-16.1,7.81
-16.41,7.55
-20.67,7.56
-21.03,7.15
-19.64,6.77
-16.16,6.63
-16.55,6.67
-16.04,6.43
-16.52,6.86
-16.48,6.74
-16.29,6.55
-15.91,6.39
-14.77,6.2
-14.2,6.17
-12.26,5.96
-11.1,6.01
-10.55,6.16
-10.59,6.08
-9.81,6.21
-9.58,6.24
-9.39,6.06
-9.74,6.08
-9.48,6.2
-8.58,6.03
-8.69,6.11
-8.41,6.17
-8.76,6.03
-7.62,6.07
-8.5,6.1
-7.5,6.08
-6.74,6.05
-6.29,6.21
-7.15,6.24
-6.89,5.95
-6.23,6.05
-6.04,6.04
-5.39,6.03
-5.34,5.87
-4.6,6.01
-5.16,6.24
-6.51,6.52
-7.56,6.38
-7.41,6.18
-6.98,6
-5.72,5.72
-3.94,5.74
-2.39,5.78
-2.23,6.09
-4.8,6.95
-7.54,6.87
-8.89,6.46
-9.03,6.26
-8.54,6.03
-7.29,5.83
-5.92,5.79
-4.66,5.85
-4.2,6
-4.19,6.02
-4.09,6.01
-3.25,5.99
-2.98,5.91
-2.51,5.89
-2.16,5.88
-1.45,5.86
-1.2,5.77
-0.34,5.76
0.4,5.66
0.85,5.57
1.43,5.49
1.57,5.41
BE,
BS, S:38082
2,5.38
7.47,5.51
27.72,6.82
49.5,11.03
73.6,19.09
83.54,21.81
48.16,25.48
41.01,26.95
25.11,27.19
25.72,27.14
21.85,26.29
19.57,25.57
19.84,25.24
26.5,25.16
36.53,26.18
45.97,28.67
46.29,36.36
50.74,36.56
10.65,33.6
22.93,33.36
22.48,30.64
14.76,29.08
15.87,27.42
17.53,26.93
22.57,26.88
31.24,27.66
35.87,28.99
31,29.19
22.51,29.36
20.05,28.96
22.01,33.05
32.72,34.55
19.42,33.16
8.63,30.33
5.4,29.28
11.41,28.32
14.01,27.81
14.39,27.85
14.83,28.02
14.71,28.15
14.45,28.28
13.18,28.32
12.11,28.32
10.6,28.35
10.23,28.37
9.83,28.56
9.34,29.44
10.89,28.92
5.98,28.42
6.88,28.15
6.41,28.16
-63.82,27.98
-92.33,24.32
-74.35,15.94
-23.78,7.73
-2.41,7.6
-8.53,9.68
-19.24,10.47
-31.13,9.97
-28.79,8.31
-21.78,7.07
-18.98,7.06
-17.55,7.35
-19.95,7.74
-21.37,7.18
-20.07,6.82
-17.93,6.52
-17.08,7.03
-19.14,7.53
-20.36,7.29
-19.95,7.01
-18.51,6.62
-18.65,6.66
-16.31,6.57
-15.8,6.39
-16.21,6.51
-15.65,6.38
-15.05,6.2
-13.87,6.09
-12.77,6.04
-11.36,6.09
-11.32,6.25
-10.3,6.06
-10.66,6.15
-10.18,6.24
-9.84,6.23
-9.8,6.14
-9.57,6.2
-9.59,6.22
-9.01,6.1
-9.22,6.03
-8.15,6.09
-8.47,6.17
-8.25,6.11
-8.31,6.1
-8.33,6.16
-8.14,6.1
-7.97,5.94
-6.76,5.75
-6.18,6.04
-5.81,6.24
-6.92,6.25
-6.27,6.24
-6.51,6.25
-6.29,6.19
-6.89,6.08
-6.2,6.05
-5.72,6.04
-5.3,6.02
-4.73,5.85
-3.43,5.74
-2.49,5.8
-2.32,5.91
-1.8,5.96
-2.02,6.06
-1.93,5.86
-1.47,5.78
-0.83,5.85
-0.12,5.77
0.35,5.67
0.76,5.52
1.32,5.4
1.93,5.3
BE,
BS, S:38083
2.02,5.24
7.75,5.37
28.29,6.73
51.53,11.51
77.97,19.89
80.11,22.33
43.67,24.68
36.8,26.18
31.08,26.31
28.65,26.66
24.88,26.27
22.04,25.67
21.39,25.26
25.4,25.41
35.5,26.49
43.09,31.36
49.22,39.59
-28.22,38.6
-99.98,31.62
-64.56,18.92
-20.12,9.33
-0.19,6.3
0.91,7.04
-0.07,7.6
-1.4,7.63
-2.06,7.2
-2.64,7.07
-3.08,6.97
-3.94,7.05
-5,7.17
-6.93,7.61
-9.66,7.93
-13.49,7.87
-16.54,7.78
-18.49,7.32
-17.82,6.88
-15.77,6.41
-13.93,6.48
-13.43,6.48
-12.39,6.38
-11.93,6.37
-11.11,6.26
-11.18,6.34
-10.65,6.25
-10.11,6.3
-10.02,6.25
-9.97,6.31
-9.97,6.23
-9.75,6.14
-9.41,6.04
-7.9,6
-7.43,5.99
-6.68,6.13
-6.64,6.02
-6.65,6.08
-6.11,6.05
-6.15,6.04
-5.6,6.04
-5.71,6.11
-5.33,6.11
-5.3,6.16
-5.34,6.16
-5.2,6.11
-5.47,6.12
-4.84,6.1
-4.93,6.1
-4.62,6.09
-4.94,6.1
-4.75,6.1
-4.46,6.08
-4.27,6.07
-4.16,6.01
-4.11,6
-3.54,6.06
-4.05,6.08
-3.65,6.08
-3.69,6.15
-3.87,6.1
-3.92,6.08
-3.8,6.08
-3.84,6.16
-3.85,6.02
-3.25,5.9
-2.79,5.97
-2.4,5.95
-2.49,6.05
-2.54,6.08
-2.51,6.12
-3.19,6.38
-4.14,6.36
-4.77,6.2
-4.34,6.02
-3.99,6
-3.38,5.9
-2.53,5.95
-2.66,6.06
-2.45,5.94
-2.65,6.07
-2.45,6.15
-3.07,6.16
-3.11,6.16
-3.09,6
-2.75,5.89
-2.19,5.87
-1.7,6.05
-1.52,6.07
-1.74,6.06
-1.56,6.08
-1.47,6.08
-1.46,6.08
-1.61,6.13
-1.8,6.19
-2.24,6.17
-2.44,6.2
-3.11,6.3
-3.24,6.15
-3.23,6
-3.01,5.9
-2.3,5.73
-1.28,5.85
-0.83,5.99
-0.7,5.99
-0.78,5.93
-0.25,5.91
-0.15,5.84
0.39,5.75
0.82,5.66
1.02,5.68
1.11,5.6
1.33,5.56
1.64,5.58
1.6,5.66
1.86,5.52
BE,
BS, S:38084
2,5.47
8.01,5.58
28.23,6.88
49.53,11.15
74.3,19.37
80.65,22.25
45.14,24.95
42.87,26.12
30.8,26.64
26.73,27.13
23.94,26.65
20.44,25.68
20.67,24.99
26.27,25.2
37.22,26.52
46.1,31.78
53.08,39.03
39.8,34.25
30.13,38.62
29.18,33.66
4.88,30.32
11.55,29.19
14.03,27.23
15.86,26.96
23.02,27.14
29.81,28.16
26.12,29
20.9,29.04
15.66,29.02
13.46,28.71
13.5,28.53
14.83,31.1
17.55,31.09
10.36,29.22
2.88,28.53
6.17,28.33
7.03,28.14
6.67,28.12
6.14,28.12
5.53,28.13
5.5,28.12
4.86,28.22
4.66,28.13
4.18,28.13
3.78,28.21
3.02,28.3
2.11,28.22
1.72,28.06
1.51,27.96
2.3,27.95
2.65,27.96
-60.85,27.9
-92.32,24.53
-70.83,15.8
-24.95,8.46
-1.85,7.34
-8.14,8.85
-19.06,10.36
-27.92,10.12
-25.34,8.56
-23.88,7.69
-18.5,7
-14.78,7
-13.28,6.85
-14.41,7.18
-15.19,7.23
-15.71,6.66
-13.23,6.1
-11.25,6.17
-10.32,6.33
-9.71,6.44
-9.71,6.42
-8.54,6.1
-9.83,6.31
-9.59,6.43
-10.66,6.74
-11.12,6.49
-11.24,6.11
-10.5,6.23
-9.44,6.21
-9.39,6.21
-9.44,6.53
-10.62,6.5
-10.1,6.17
-10.57,6.24
-9.47,5.97
-7.62,5.68
-6.56,6.06
-6.14,6.18
-5.44,6.08
-5.94,6.4
-7.6,6.19
-6.57,6.35
-7,6.38
-6.8,6
-6.55,6.15
-6.97,6.35
-7.09,6.36
-8.09,6.2
-7.59,6.1
-7.05,5.99
-6.59,5.97
-5.56,5.94
-5.38,6.02
-5.03,6.09
-5.61,6.24
-5.68,6.24
-5.87,6.16
-5.67,5.98
-5.49,5.96
-5.08,5.95
-4.7,5.93
-4.17,6
-4.17,6.02
-3.68,6.08
-3.79,6.07
-3.65,6
-3.51,5.99
-3.2,5.97
-2.88,5.91
-2.47,5.88
-2.03,5.87
-1.39,5.86
-0.41,5.69
0.49,5.52
1.27,5.33
1.79,5.16
BE,
BS, S:38085
2.06,5.14
8.06,5.25
30.31,6.58
53.73,11.14
80.45,20.33
87.73,22.81
43.74,25.06
39.74,26.44
30.19,26.81
25.6,26.89
23.23,26.46
19.14,25.37
19.99,25.06
27.82,25.09
39.05,26.31
49.02,30.81
52.51,39.38
-35.59,38.57
-101.45,31.61
-64.38,18.83
-15.1,8.94
-1.64,5.63
0.2,6.1
1.8,6.55
3.32,6.64
3.52,6.42
3.22,6.28
BE,
BS, S:38086
3.17,6.28
6.65,6.31
24.23,7.31
45.49,10.94
69.59,18.5
75.72,21.17
46.47,24.47
34.61,25.88
27.42,26.39
27.03,26.55
23.75,26.29
22.08,25.75
21.26,25.5
25.73,25.29
33.5,26.56
40.57,31.33
48.28,33.15
30,32.56
14.58,30.2
15.3,29.58
17.46,28.98
15.31,28.76
13.13,28.49
11.05,28.21
9.13,27.94
9.55,27.78
9.67,27.82
9.49,28.04
8.67,28.28
7.96,28.82
7.5,31.08
6.14,29.59
-3.24,28.58
-1.14,28.36
-0.73,28.24
-1.88,28.31
-2.51,28.24
-3.18,28.14
-3.17,27.98
-2.7,27.95
-2.29,27.86
-1.4,27.74
-0.47,27.76
1.8,27.77
4.28,27.94
6.74,28.11
7.55,28.05
8.31,27.97
9.2,27.97
10.09,28.06
10.5,28.19
-66.68,27.99
-90.82,24.19
-63.42,15.77
-16.56,9.26
-9.41,8.62
-17.92,8.95
-21.41,10.74
-21.29,10.48
-25.62,8.35
-23.54,7.58
-20.4,7.35
-17.7,7.03
-17.79,7.05
-19.18,7.47
-18.92,7.1
-19.25,7
-17.59,6.89
-17.73,7.09
-16.66,7.52
-14.29,8.31
-13.81,6.95
-14.5,6.83
-15.02,6.61
-14.46,6.53
-14.41,6.38
-13.59,6.33
-13.6,6.16
-11.98,6.11
-11.17,6.1
-10.96,6.16
-10.37,6.22
-10.61,6.32
-10.39,6.24
-10.86,6.18
-10.72,6.17
-9.72,6.14
-9.8,6.08
-8.07,5.85
-7.77,6.02
-7.59,6.24
-8.6,6.18
-8.22,6.18
-7.82,6.03
-8.3,6.02
-6.7,5.89
-4.86,5.77
-4.76,6.09
-4.81,6.16
-4.95,6.09
-4.88,6.11
-5.73,6.36
-6.13,6.18
-6.07,6.06
-5.84,6.07
-5.31,6.02
-5.25,5.99
-4.02,5.89
-3.89,6.23
-4.73,6.3
-4.3,6.08
-4.5,6.16
-4.19,6.01
-4.07,6.16
-4.04,6.1
-4.02,6.15
-4.38,6.24
-4.23,6.09
-5.08,6.32
-5.74,6.22
-5.54,6.04
-5,5.99
-4.51,5.93
-3.84,5.84
-2.51,5.72
-1.1,5.61
0.43,5.49
1.16,5.4
1.76,5.25
BE,
BS, S:38087
2.03,5.24
8.02,5.36
28.66,6.73
51.36,11.08
75.72,17.48
78.5,20.88
50.27,24.46
36.69,25.96
31.7,26.27
29.24,26.63
26.72,26.35
23.63,26.01
22.53,25.64
25.03,25.54
32.52,26.38
40.45,34.15
57.93,31.95
30.59,33.2
38.87,36.64
28.79,33.93
13.08,31.34
11.97,29.41
17.49,27.73
19.6,27.12
25.97,26.78
34.2,27.57
37.08,28.63
31.43,29.2
22.12,29.32
20.03,28.84
22.31,30.32
31.38,35.74
39.56,33.51
21.96,32.8
18.34,30.75
11.49,29.37
16.05,29.15
12.21,28.89
9.8,29.01
5.95,28.77
3.81,28.55
2.03,28.39
0.58,28.45
-0.91,28.3
-1.81,28.19
-2.15,27.96
-2.54,28.01
-2.24,27.93
-2.59,27.86
-2.03,27.84
-1.26,27.9
-63.64,27.9
-93.59,24.5
-73.93,16.13
-25.36,8.34
-5.75,7.58
-8.17,9.11
-17.31,10.14
-28.47,9.85
-28.6,8.52
-21.81,7.15
-17.17,6.93
-17.15,7.22
-18.2,7.4
-19.3,7.34
-17.89,7.02
-18.43,7
-16.29,6.65
-15.07,6.8
-15.09,6.71
-15.22,6.71
-15.34,6.61
-13.72,6.4
-13.91,6.46
-13.44,6.4
-12.61,6.17
-12.14,6.19
-11.14,6.25
-11.29,6.33
-10.53,6.17
-10.27,6
-9.74,6.24
-9.9,6.47
-10.91,6.55
-11.09,6.23
-10.37,5.92
-9.5,6.28
-10.17,6.24
-10.5,6.49
-10.76,6.42
-11.71,6.21
-10.61,6.08
-9.62,5.97
-8.25,5.85
-8.12,6.17
-8.12,6.16
-7.82,6.24
-9.78,6.58
-9.97,6.47
-10.45,6.25
-9.36,6.06
-9.02,5.88
-6.27,5.47
-2.88,5.39
-2.32,6.22
-2.47,6.49
-5.38,6.61
-6.76,6.63
-7.91,6.29
-8.47,6.15
-7.25,5.9
-6.58,5.83
-6.14,6.28
-6.13,6.35
-5.92,5.81
-5,6.22
-6.36,6.93
-7.66,6.22
-8.34,6.19
-8.77,6.36
-6.41,5.5
-2.88,6.06
-2.63,6.71
-4.97,6.8
-7.31,6.75
-6.09,5.74
-3.55,5.91
-3.66,5.83
-4.6,6.55
-5.59,7.11
-5.39,6.44
-6.89,5.94
-6.74,5.55
-4.71,5.61
-3.97,5.45
-2.27,5.64
-1.17,5.71
-3.46,6.44
-4.01,6.02
-3.54,5.85
-2.38,5.8
-5.71,6.93
-5.53,6.11
-4.37,5.86
-2.31,5.69
